beer_name,abv,isorganic,isretired,status,brewery,category_name,style_name,ibumin,ibumax,abvmin,abvmax,srmmin,srmmax,original_gravity,fgmin,fgmax,ibu
Royal Impy Stout,9.3,N,N,verified,Portsmouth Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,73
Rum Barrel-Aged Ten Fidy,14.7,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
Sinner's Son,12.4,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,60
Ten FIDY (2014),10.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
Ten FIDY (2015),10.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
Ten FIDY,10.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
Ten Fidy - Bourbon Barrel Aged,12.9,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,69
Ten Fidy - Bulleit Bourbon Barrel Aged,11,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,73
Ten FIDY Stranahans Bourbon Barrel Aged,10.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
The Dogfather,10,N,N,verified,Laughing Dog Brewing,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,60
Trip In The Woods Barrel Aged Narwhal w/Red & Black Currents,9.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,53
Trip In the Woods: Cocoa Coconut Narwhal,11.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,60
Tripper Noche,12.1,N,N,verified,New Holland Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,65
Willett Bourbon Barrel Aged Imperial Stout,11.5,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,71
Willettized Coffee Stout,11.7,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Stout,50,80,7,12,40,40,1.08,1.02,1.03,60
Baltic Anomaly,8.5,N,N,verified,New Holland Brewing Company,Other Lager,Stout,35,40,7.5,9,40,40,1.022,1.016,1.022,20
Baltic Joy,7.4,N,N,verified,Sierra Nevada Brewing Company,Other Lager,Stout,35,40,7.5,9,40,40,1.072,1.016,1.022,36
Rainy Day Blues,6,Y,N,verified,Jackalope Brewing Company,Other Lager,Stout,35,40,7.5,9,40,40,1.072,1.016,1.022,25
Anubis Imperial Coffee Porter,8,N,N,verified,Laughing Dog Brewing,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,33.6
Beer Camp: Campout Porter (2017),7.7,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.075,1.006,1.014,32
Black Cat Porter,5.2,N,N,verified,Zero Gravity Craft Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,20
Blackstrap Fever,6.1,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,22
Chai Porter,5.6,Y,N,verified,Jackalope Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,24
Dank Tank Pulled Porter,7.7,N,N,verified,SweetWater Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,29
Dark Knight,5.8,Y,N,verified,Jackalope Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,35
Death By Coconut,6.5,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,25
Fusion 34 Michiganja,6.7,N,N,verified,Lagunitas Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,27
Guinness West Indies Porter,6,N,N,verified,Guinness,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,24
Hotbox Coffee Porter,6.5,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,29
Man Full of Trouble,5,N,N,verified,Dock Street Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,28
Mean Joe Bean,8.5,N,N,verified,SweetWater Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,28
Nib Sip Chub,7,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,21
Pecan Porter,8,N,N,verified,Laughing Dog Brewing,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,27
Porter,5.6,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,32
Puget Brown Porter,5.6,N,N,verified,Harmon Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,24
Snowday Porter,4.3,Y,N,verified,Porter Brew,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,26
SweetWater Exodus Porter,6.6,N,N,verified,SweetWater Brewing Company,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,23
Toked Porter,6,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,20
Vanilla Porter,5.4,N,N,verified,Breckenridge Brewery,British Origin Ales,Stout,20,30,4.5,6,20,35,1.04,1.006,1.014,32
Chocolate Pretzel Stout,5.2,Y,N,verified,Jackalope Brewing Company,Hybrid/mixed Beer,Stout,15,40,2.5,12,15,50,1.03,1.006,1.03,22
Bolivia Newton John,7,N,N,verified,Oskar Blues Brewery,Hybrid/mixed Beer,Stout,15,40,2.5,12,8,50,1.03,1.006,1.03,39
Mocha Porter,6,Y,N,verified,Ballast Point Brewing Company,Hybrid/mixed Beer,Stout,15,40,2.5,12,8,50,1.03,1.006,1.03,47
Extra Stout,5.3,N,N,verified,Zero Gravity Craft Brewery,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.056,1.008,1.012,35
Guinness Draught,4.3,N,N,verified,Guinness,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.038,1.008,1.012,50
Guinness Red Harvest Stout,4.1,N,N,verified,Guinness,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.038,1.008,1.012,36
Knightro,4.6,N,N,verified,Sierra Nevada Brewing Company,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.038,1.008,1.012,40
Nitro Irish Stout,4.8,N,N,verified,Breckenridge Brewery,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.038,1.008,1.012,38
Robert Beedus Jr,5.2,N,N,verified,Oskar Blues Brewery,Irish Origin Ales,Stout,30,40,3.8,5,40,40,1.038,1.008,1.012,33
200th Anniversary Export Stout,6,N,N,verified,Guinness,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,52
Bulleit Bourbon Ten Fidy,10.5,N,N,verified,Oskar Blues Brewery,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,30
Bulleit Bourbon Ten Fidy (2013),11,N,N,verified,Oskar Blues Brewery,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,32
Guinness Dublin Porter,3.8,N,N,verified,Guinness,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,43
Guinness Foreign Extra,7.5,N,N,verified,Guinness,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,40
Guinness Special Export,8,N,N,verified,Guinness,Irish Origin Ales,Stout,30,60,5.7,9.3,40,40,1.052,1.008,1.02,57
Oatmeal Stout,5,N,N,verified,Breckenridge Brewery,British Origin Ales,Stout,20,40,3.8,6,20,20,1.038,1.008,1.02,31
Oatmeal Stout - Beer Camp #45,9,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Stout,20,40,3.8,6,20,20,1.038,1.008,1.02,28
Oatmeal Stout,5.5,Y,N,verified,Portsmouth Brewery,British Origin Ales,Stout,20,40,3.8,6,20,20,1.038,1.008,1.02,30
The Poet,5.2,N,N,verified,New Holland Brewing Company,British Origin Ales,Stout,20,40,3.8,6,20,20,1.061,1.008,1.02,37
Pulled Porter,7.7,N,N,verified,SweetWater Brewing Company,North American Origin Ales,Stout,20,40,5,8.7,20,20,1.04,1.006,1.014,34
1794 The Fergal Project,4.5,N,N,verified,Wachusett Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,56
Bare Knuckle Stout,8.2,N,N,verified,Anheuser-Busch InBev,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,32
Beer Camp: Stout of the Union,7,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.071,1.01,1.022,64
Black Cat Stout,5.5,N,N,verified,Portsmouth Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,0
Bosden,6.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,59
Cherry Vanilla Stout,5.5,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28
Chocolate Stout (Cask Conditioned) Aka Double Chocolate Snowman Stout,5.3,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28
Cinnister Stout,5,N,N,verified,Dock Street Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,54
Dry Irish Stout,4.8,N,N,verified,Breckenridge Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,38
Guinness 250th Anniversary Stout,5,N,N,verified,Guinness,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,42
Guinness Extra Stout,5,N,N,verified,Guinness,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,59
Imperial Stout,9.9,N,N,verified,Lagunitas Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,72.45
Jackalope Coffee Stout,6.2,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28
Pumpkin Spice Latte : Nitro Series,5.5,N,N,verified,Breckenridge Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,11
Satellite Stout,5.5,N,N,verified,Dock Street Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,49
Snowman Stout,5.2,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28
Stout,5.8,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.02,1.01,1.022,50
Stryker Stout,7.5,N,N,verified,Harmon Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,85
Tannakin,6.2,N,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,49
Thunder Stout,4.95,N,N,verified,Breckenridge Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,25
Velvet Elvis Stout,5.6,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,27
Whiskey Barrel Snowman Stout,5.2,Y,N,verified,Jackalope Brewing Company,North American Origin Ales,Stout,35,60,5.7,8.8,40,40,1.05,1.01,1.022,28
Foreign Extra Stout (Ghana),7.5,N,N,verified,Guinness,British Origin Ales,Stout,45,65,7,12,20,35,1.08,1.02,1.03,58
Smaug's Breath,11,N,N,verified,New Holland Brewing Company,British Origin Ales,Stout,45,65,7,12,20,35,1.08,1.02,1.03,62
The Dogfather Imperial Stout - Bourbon Barrel,10.85,N,N,verified,Laughing Dog Brewing,British Origin Ales,Stout,45,65,7,12,20,35,1.08,1.02,1.03,51
Trip In The Woods: Tawny Narwhal,11.4,N,N,verified,Sierra Nevada Brewing Company,British Origin Ales,Stout,45,65,7,12,20,35,1.08,1.02,1.03,55
Black Vapor,6,N,N,verified,Sierra Nevada Brewing Company,European-germanic Lager,Stout,22,30,3.8,5,25,30,1.044,1.01,1.016,28
Guinness Black Lager,4.5,N,N,verified,Guinness,European-germanic Lager,Stout,22,30,3.8,5,25,30,1.044,1.01,1.016,27
Potato Schwarzbier,4.9,Y,N,verified,Jackalope Brewing Company,European-germanic Lager,Stout,22,30,3.8,5,25,30,1.044,1.01,1.016,26
72 Imperial,7.2,N,N,verified,Breckenridge Brewery,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,11
Breakfast At Chicos,7.5,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,32
Coffee Stout,6.2,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,42
Dock Street Walker,7.2,N,N,verified,Dock Street Brewery,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,41
New Holland Dragon's Milk (Bourbon Barrel Stout),11,N,N,verified,New Holland Brewing Company,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,31
Rain Check,9.6,N,N,verified,Sierra Nevada Brewing Company,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,41
Sour Inc: Sour Stout With Cherries,6.7,N,N,verified,New Holland Brewing Company,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,36
Ten FIDY (2016),10.5,N,N,verified,Oskar Blues Brewery,North American Origin Ales,Stout,35,50,7,12,40,40,1.08,1.02,1.03,65
Antwerpen Stout,8,N,N,verified,Guinness,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,23
Cappuccino Stout,8.9,N,N,verified,Lagunitas Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.076,1.012,1.02,29.5
Cream Ale,5.9,Y,N,verified,Jackalope Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,18
Double Latte - Beer Camp Across America (2014),7.6,N,Y,verified,Sierra Nevada Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.085,1.012,1.02,60
Guinness Milk Stout,5,N,N,verified,Guinness,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,25
Hatchery series #4 Chocolate Milk Stout,5.4,N,N,verified,SweetWater Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,24
Milk Stout,5.8,N,N,verified,Wachusett Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,28
Nitro Series: Chocolate Orange Stout,6,N,N,verified,Breckenridge Brewery,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,13
Smidy,5.2,N,N,verified,Oskar Blues Brewery,British Origin Ales,Stout,15,25,3,6,40,40,1.045,1.012,1.02,22
Whole Lotta Lov,5.4,N,N,verified,Zero Gravity Craft Brewery,British Origin Ales,Stout,15,25,3,6,40,40,1.063,1.012,1.02,20
Willettized Imperial Coffee Stout,12.6,N,N,verified,Lagunitas Brewing Company,British Origin Ales,Stout,15,25,3,6,40,40,1.1,1.012,1.02,35
